Rep,TrapID,TrtCode,Treatment,Site,Crop,MD,Count,Male,CantDist,EndDate,StartDate,Comment
3,1032,C,BuckPheroPpo,VistaVerde,Almond,Yes,5,3,0,7/12/2018,6/29/2018,
3,1033,A,WingPhero,VistaVerde,Almond,Yes,0,0,0,7/12/2018,6/29/2018,
3,1034,B,WingPheroPpo,VistaVerde,Almond,Yes,11,6,0,7/12/2018,6/29/2018,
3,1035,E,BuckPpo,VistaVerde,Almond,Yes,3,3,0,7/12/2018,6/29/2018,
4,1041,B,WingPheroPpo,VistaVerde,Almond,Yes,20,15,0,7/12/2018,6/29/2018,
4,1042,A,WingPhero,VistaVerde,Almond,Yes,0,0,0,7/12/2018,6/29/2018,
4,1043,E,BuckPpo,VistaVerde,Almond,Yes,6,5,0,7/12/2018,6/29/2018,
4,1044,C,BuckPheroPpo,VistaVerde,Almond,Yes,3,3,0,7/12/2018,6/29/2018,
4,1045,D,DeltPheroPpo,VistaVerde,Almond,Yes,7,3,1,7/12/2018,6/29/2018,
5,1051,E,BuckPpo,VistaVerde,Almond,Yes,1,0,0,7/12/2018,6/29/2018,
5,1052,A,WingPhero,VistaVerde,Almond,Yes,1,0,0,7/12/2018,6/29/2018,
5,1053,C,BuckPheroPpo,VistaVerde,Almond,Yes,4,2,0,7/12/2018,6/29/2018,
5,1054,B,WingPheroPpo,VistaVerde,Almond,Yes,23,11,0,7/12/2018,6/29/2018,
5,1055,D,DeltPheroPpo,VistaVerde,Almond,Yes,2,0,0,7/12/2018,6/29/2018,
6,1061,A,WingPhero,VistaVerde,Almond,Yes,0,0,0,7/12/2018,6/29/2018,
6,1062,C,BuckPheroPpo,VistaVerde,Almond,Yes,6,2,0,7/12/2018,6/29/2018,
6,1063,D,DeltPheroPpo,VistaVerde,Almond,Yes,8,4,0,7/12/2018,6/29/2018,
6,1064,E,BuckPpo,VistaVerde,Almond,Yes,0,0,0,7/12/2018,6/29/2018,
6,1065,B,WingPheroPpo,VistaVerde,Almond,Yes,18,21,0,7/12/2018,6/29/2018,
7,1071,A,WingPhero,VistaVerde,Almond,Yes,0,0,0,7/12/2018,6/29/2018,
7,1072,D,DeltPheroPpo,VistaVerde,Almond,Yes,0,0,0,7/12/2018,6/29/2018,
7,1073,E,BuckPpo,VistaVerde,Almond,Yes,1,1,0,7/12/2018,6/29/2018,
7,1074,B,WingPheroPpo,VistaVerde,Almond,Yes,17,11,0,7/12/2018,6/29/2018,
7,1075,C,BuckPheroPpo,VistaVerde,Almond,Yes,7,4,0,7/12/2018,6/29/2018,
8,1081,B,WingPheroPpo,VistaVerde,Almond,Yes,29,14,0,7/12/2018,6/29/2018,
8,1082,A,WingPhero,VistaVerde,Almond,Yes,0,0,0,7/12/2018,6/29/2018,
8,1083,D,DeltPheroPpo,VistaVerde,Almond,Yes,7,5,1,7/12/2018,6/29/2018,
8,1084,C,BuckPheroPpo,VistaVerde,Almond,Yes,6,4,0,7/12/2018,6/29/2018,
8,1085,E,BuckPpo,VistaVerde,Almond,Yes,4,2,0,7/12/2018,6/29/2018,
1,1011,B,WingPheroPpo,VistaVerde,Almond,Yes,1,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
1,1012,D,DeltPheroPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
1,1013,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
1,1014,E,BuckPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
1,1015,A,WingPhero,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
2,1021,B,WingPheroPpo,VistaVerde,Almond,Yes,1,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
2,1022,A,WingPhero,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
2,1023,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
2,1024,E,BuckPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
2,1025,D,DeltPheroPpo,VistaVerde,Almond,Yes,2,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
3,1031,D,DeltPheroPpo,VistaVerde,Almond,Yes,5,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
3,1032,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
3,1033,A,WingPhero,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
3,1034,B,WingPheroPpo,VistaVerde,Almond,Yes,2,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
3,1035,E,BuckPpo,VistaVerde,Almond,Yes,1,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
4,1041,B,WingPheroPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
4,1042,A,WingPhero,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
4,1043,E,BuckPpo,VistaVerde,Almond,Yes,1,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
4,1044,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
4,1045,D,DeltPheroPpo,VistaVerde,Almond,Yes,4,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
5,1051,E,BuckPpo,VistaVerde,Almond,Yes,1,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
5,1052,A,WingPhero,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
5,1053,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
5,1054,B,WingPheroPpo,VistaVerde,Almond,Yes,6,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
5,1055,D,DeltPheroPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
6,1061,A,WingPhero,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
6,1062,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
6,1063,D,DeltPheroPpo,VistaVerde,Almond,Yes,2,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
6,1064,E,BuckPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
6,1065,B,WingPheroPpo,VistaVerde,Almond,Yes,3,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
7,1071,A,WingPhero,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
7,1072,D,DeltPheroPpo,VistaVerde,Almond,Yes,5,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
7,1073,E,BuckPpo,VistaVerde,Almond,Yes,2,1,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
7,1074,B,WingPheroPpo,VistaVerde,Almond,Yes,2,1,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
7,1075,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,1,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
8,1081,B,WingPheroPpo,VistaVerde,Almond,Yes,6,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
8,1082,A,WingPhero,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
8,1083,D,DeltPheroPpo,VistaVerde,Almond,Yes,2,0,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
8,1084,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
8,1085,E,BuckPpo,VistaVerde,Almond,Yes,0,,,7/25/2018,7/12/2018,Unable to find infromation about the evaluation for this date 
1,1011,B,WingPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
1,1012,D,DeltPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
1,1013,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
1,1014,E,BuckPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
1,1015,A,WingPhero,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
2,1021,B,WingPheroPpo,VistaVerde,Almond,Yes,1,0,,7/31/2018,7/25/2018,
2,1022,A,WingPhero,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
2,1023,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,0,,7/31/2018,7/25/2018,
2,1024,E,BuckPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
2,1025,D,DeltPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
3,1031,D,DeltPheroPpo,VistaVerde,Almond,Yes,1,0,,7/31/2018,7/25/2018,
3,1032,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
3,1033,A,WingPhero,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
3,1034,B,WingPheroPpo,VistaVerde,Almond,Yes,2,0,,7/31/2018,7/25/2018,
3,1035,E,BuckPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
4,1041,B,WingPheroPpo,VistaVerde,Almond,Yes,2,0,,7/31/2018,7/25/2018,
4,1042,A,WingPhero,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
4,1043,E,BuckPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
4,1044,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
4,1045,D,DeltPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
5,1051,E,BuckPpo,VistaVerde,Almond,Yes,1,1,,7/31/2018,7/25/2018,
5,1052,A,WingPhero,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
5,1053,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
5,1054,B,WingPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
5,1055,D,DeltPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
6,1061,A,WingPhero,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
6,1062,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
6,1063,D,DeltPheroPpo,VistaVerde,Almond,Yes,1,0,,7/31/2018,7/25/2018,
6,1064,E,BuckPpo,VistaVerde,Almond,Yes,0,,,7/31/2018,7/25/2018,
6,1065,B,WingPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
7,1071,A,WingPhero,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
7,1072,D,DeltPheroPpo,VistaVerde,Almond,Yes,2,0,,7/31/2018,7/25/2018,
7,1073,E,BuckPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
7,1074,B,WingPheroPpo,VistaVerde,Almond,Yes,1,0,,7/31/2018,7/25/2018,
7,1075,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
8,1081,B,WingPheroPpo,VistaVerde,Almond,Yes,1,0,,7/31/2018,7/25/2018,
8,1082,A,WingPhero,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
8,1083,D,DeltPheroPpo,VistaVerde,Almond,Yes,2,1,,7/31/2018,7/25/2018,
8,1084,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,0,,7/31/2018,7/25/2018,
8,1085,E,BuckPpo,VistaVerde,Almond,Yes,0,0,,7/31/2018,7/25/2018,
1,1011,B,WingPheroPpo,VistaVerde,Almond,Yes,1,0,,8/8/2018,7/31/2018,
1,1012,D,DeltPheroPpo,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
1,1013,C,BuckPheroPpo,VistaVerde,Almond,Yes,4,1,,8/8/2018,7/31/2018,
1,1014,E,BuckPpo,VistaVerde,Almond,Yes,1,1,,8/8/2018,7/31/2018,
1,1015,A,WingPhero,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
2,1021,B,WingPheroPpo,VistaVerde,Almond,Yes,4,1,,8/8/2018,7/31/2018,
2,1022,A,WingPhero,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
2,1023,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,0,,8/8/2018,7/31/2018,
2,1024,E,BuckPpo,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
2,1025,D,DeltPheroPpo,VistaVerde,Almond,Yes,2,1,,8/8/2018,7/31/2018,
3,1031,D,DeltPheroPpo,VistaVerde,Almond,Yes,7,1,,8/8/2018,7/31/2018,
3,1032,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
3,1033,A,WingPhero,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
3,1034,B,WingPheroPpo,VistaVerde,Almond,Yes,4,1,,8/8/2018,7/31/2018,
3,1035,E,BuckPpo,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
4,1041,B,WingPheroPpo,VistaVerde,Almond,Yes,5,0,,8/8/2018,7/31/2018,
4,1042,A,WingPhero,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
4,1043,E,BuckPpo,VistaVerde,Almond,Yes,1,,,8/8/2018,7/31/2018,
4,1044,C,BuckPheroPpo,VistaVerde,Almond,Yes,6,2,,8/8/2018,7/31/2018,
4,1045,D,DeltPheroPpo,VistaVerde,Almond,Yes,4,2,,8/8/2018,7/31/2018,
5,1051,E,BuckPpo,VistaVerde,Almond,Yes,4,1,,8/8/2018,7/31/2018,
5,1052,A,WingPhero,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
5,1053,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,1,,8/8/2018,7/31/2018,
5,1054,B,WingPheroPpo,VistaVerde,Almond,Yes,8,0,,8/8/2018,7/31/2018,
5,1055,D,DeltPheroPpo,VistaVerde,Almond,Yes,4,2,,8/8/2018,7/31/2018,
6,1061,A,WingPhero,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
6,1062,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,1,,8/8/2018,7/31/2018,
6,1063,D,DeltPheroPpo,VistaVerde,Almond,Yes,11,1,,8/8/2018,7/31/2018,
6,1064,E,BuckPpo,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
6,1065,B,WingPheroPpo,VistaVerde,Almond,Yes,9,1,,8/8/2018,7/31/2018,
7,1071,A,WingPhero,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
7,1072,D,DeltPheroPpo,VistaVerde,Almond,Yes,3,2,,8/8/2018,7/31/2018,
7,1073,E,BuckPpo,VistaVerde,Almond,Yes,3,3,,8/8/2018,7/31/2018,
7,1074,B,WingPheroPpo,VistaVerde,Almond,Yes,2,0,,8/8/2018,7/31/2018,
7,1075,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
8,1081,B,WingPheroPpo,VistaVerde,Almond,Yes,10,2,,8/8/2018,7/31/2018,
8,1082,A,WingPhero,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
8,1083,D,DeltPheroPpo,VistaVerde,Almond,Yes,13,1,,8/8/2018,7/31/2018,
8,1084,C,BuckPheroPpo,VistaVerde,Almond,Yes,2,0,,8/8/2018,7/31/2018,
8,1085,E,BuckPpo,VistaVerde,Almond,Yes,0,,,8/8/2018,7/31/2018,
1,1011,B,WingPheroPpo,VistaVerde,Almond,Yes,3,0,,9/12/2018,8/8/2018,
1,1012,D,DeltPheroPpo,VistaVerde,Almond,Yes,2,0,,9/12/2018,8/8/2018,
1,1013,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,1,,9/12/2018,8/8/2018,
1,1014,E,BuckPpo,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
1,1015,A,WingPhero,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
2,1021,B,WingPheroPpo,VistaVerde,Almond,Yes,12,4,,9/12/2018,8/8/2018,
2,1022,A,WingPhero,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
2,1023,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,1,,9/12/2018,8/8/2018,
2,1024,E,BuckPpo,VistaVerde,Almond,Yes,3,2,,9/12/2018,8/8/2018,
2,1025,D,DeltPheroPpo,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
3,1031,D,DeltPheroPpo,VistaVerde,Almond,Yes,1,0,,9/12/2018,8/8/2018,
3,1032,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,0,,9/12/2018,8/8/2018,
3,1033,A,WingPhero,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
3,1034,B,WingPheroPpo,VistaVerde,Almond,Yes,13,3,,9/12/2018,8/8/2018,
3,1035,E,BuckPpo,VistaVerde,Almond,Yes,2,0,,9/12/2018,8/8/2018,
4,1041,B,WingPheroPpo,VistaVerde,Almond,Yes,8,2,,9/12/2018,8/8/2018,
4,1042,A,WingPhero,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
4,1043,E,BuckPpo,VistaVerde,Almond,Yes,1,0,,9/12/2018,8/8/2018,
4,1044,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,0,,9/12/2018,8/8/2018,
4,1045,D,DeltPheroPpo,VistaVerde,Almond,Yes,4,1,,9/12/2018,8/8/2018,
5,1051,E,BuckPpo,VistaVerde,Almond,Yes,1,0,,9/12/2018,8/8/2018,
5,1052,A,WingPhero,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
5,1053,C,BuckPheroPpo,VistaVerde,Almond,Yes,2,1,,9/12/2018,8/8/2018,
5,1054,B,WingPheroPpo,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
5,1055,D,DeltPheroPpo,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
6,1061,A,WingPhero,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
6,1062,C,BuckPheroPpo,VistaVerde,Almond,Yes,1,0,,9/12/2018,8/8/2018,
6,1063,D,DeltPheroPpo,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
6,1064,E,BuckPpo,VistaVerde,Almond,Yes,1,0,,9/12/2018,8/8/2018,
6,1065,B,WingPheroPpo,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
7,1071,A,WingPhero,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
7,1072,D,DeltPheroPpo,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
7,1073,E,BuckPpo,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
7,1074,B,WingPheroPpo,VistaVerde,Almond,Yes,1,0,,9/12/2018,8/8/2018,
7,1075,C,BuckPheroPpo,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
8,1081,B,WingPheroPpo,VistaVerde,Almond,Yes,4,2,,9/12/2018,8/8/2018,
8,1082,A,WingPhero,VistaVerde,Almond,Yes,,,,9/12/2018,8/8/2018,
8,1083,D,DeltPheroPpo,VistaVerde,Almond,Yes,5,0,,9/12/2018,8/8/2018,
8,1084,C,BuckPheroPpo,VistaVerde,Almond,Yes,2,2,,9/12/2018,8/8/2018,
8,1085,E,BuckPpo,VistaVerde,Almond,Yes,1,0,,9/12/2018,8/8/2018,
1,1011,B,WingPheroPpo,VistaVerde,Almond,Yes,35,,,9/18/2018,9/12/2018,
1,1012,D,DeltPheroPpo,VistaVerde,Almond,Yes,11,,,9/18/2018,9/12/2018,
1,1013,C,BuckPheroPpo,VistaVerde,Almond,Yes,8,,,9/18/2018,9/12/2018,
1,1014,E,BuckPpo,VistaVerde,Almond,Yes,3,,,9/18/2018,9/12/2018,
1,1015,A,WingPhero,VistaVerde,Almond,Yes,0,,,9/18/2018,9/12/2018,
2,1021,B,WingPheroPpo,VistaVerde,Almond,Yes,50,,,9/18/2018,9/12/2018,
2,1022,A,WingPhero,VistaVerde,Almond,Yes,0,,,9/18/2018,9/12/2018,
2,1023,C,BuckPheroPpo,VistaVerde,Almond,Yes,9,,,9/18/2018,9/12/2018,
2,1024,E,BuckPpo,VistaVerde,Almond,Yes,3,,,9/18/2018,9/12/2018,
2,1025,D,DeltPheroPpo,VistaVerde,Almond,Yes,17,,,9/18/2018,9/12/2018,
3,1031,D,DeltPheroPpo,VistaVerde,Almond,Yes,13,,,9/18/2018,9/12/2018,
3,1032,C,BuckPheroPpo,VistaVerde,Almond,Yes,0,,,9/18/2018,9/12/2018,
3,1033,A,WingPhero,VistaVerde,Almond,Yes,0,,,9/18/2018,9/12/2018,
3,1034,B,WingPheroPpo,VistaVerde,Almond,Yes,27,,,9/18/2018,9/12/2018,
3,1035,E,BuckPpo,VistaVerde,Almond,Yes,1,,,9/18/2018,9/12/2018,
4,1041,B,WingPheroPpo,VistaVerde,Almond,Yes,51,,,9/18/2018,9/12/2018,
4,1042,A,WingPhero,VistaVerde,Almond,Yes,0,,,9/18/2018,9/12/2018,
4,1043,E,BuckPpo,VistaVerde,Almond,Yes,4,,,9/18/2018,9/12/2018,
4,1044,C,BuckPheroPpo,VistaVerde,Almond,Yes,9,,,9/18/2018,9/12/2018,
4,1045,D,DeltPheroPpo,VistaVerde,Almond,Yes,22,,,9/18/2018,9/12/2018,
5,1051,E,BuckPpo,VistaVerde,Almond,Yes,9,,,9/18/2018,9/12/2018,
