TrtID,TrtCode,Treatment,Site,Crop,MD,Rep,Trap,SiteID,Week,Date,Sex,Count
2,B,Ppo,VistaVerde,Alm,Yes,4,143,1,32,8/9/2017,Male,4
2,B,Ppo,VistaVerde,Alm,Yes,4,143,1,33,8/15/2017,Female,3
2,B,Ppo,VistaVerde,Alm,Yes,4,143,1,33,8/15/2017,Male,9
2,B,Ppo,VistaVerde,Alm,Yes,4,143,1,36,9/7/2017,Female,1
2,B,Ppo,VistaVerde,Alm,Yes,4,143,1,36,9/7/2017,Male,5
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,24,6/15/2017,Female,0
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,24,6/15/2017,Male,5
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,26,6/29/2017,Female,3
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,26,6/29/2017,Male,10
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,27,7/5/2017,Female,0
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,27,7/5/2017,Male,5
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,29,7/18/2017,Female,2
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,29,7/18/2017,Male,3
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,32,8/9/2017,Female,2
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,32,8/9/2017,Male,0
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,33,8/15/2017,Female,0
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,33,8/15/2017,Male,3
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,36,9/7/2017,Female,0
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,36,9/7/2017,Male,2
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,24,6/15/2017,Female,0
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,24,6/15/2017,Male,1
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,25,6/23/2017,Female,5
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,25,6/23/2017,Male,7
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,26,6/29/2017,Female,5
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,26,6/29/2017,Male,9
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,27,7/5/2017,Female,1
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,27,7/5/2017,Male,10
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,28,7/14/2017,Female,2
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,28,7/14/2017,Male,1
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,29,7/18/2017,Female,2
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,29,7/18/2017,Male,3
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,31,8/2/2017,Female,0
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,31,8/2/2017,Male,1
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,32,8/9/2017,Female,3
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,32,8/9/2017,Male,14
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,33,8/15/2017,Female,5
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,33,8/15/2017,Male,12
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,36,9/7/2017,Female,2
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,36,9/7/2017,Male,5
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,25,6/23/2017,Female,1
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,25,6/23/2017,Male,3
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,26,6/29/2017,Female,2
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,26,6/29/2017,Male,4
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,28,7/14/2017,Female,1
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,28,7/14/2017,Male,2
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,30,7/26/2017,Female,0
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,30,7/26/2017,Male,1
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,31,8/2/2017,Female,1
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,31,8/2/2017,Male,1
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,33,8/15/2017,Female,0
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,33,8/15/2017,Male,2
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,36,9/7/2017,Female,1
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,36,9/7/2017,Male,3
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,26,6/29/2017,Female,0
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,26,6/29/2017,Male,3
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,30,7/26/2017,Female,1
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,30,7/26/2017,Male,1
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,32,8/9/2017,Female,9
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,32,8/9/2017,Male,12
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,24,6/15/2017,Female,1
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,24,6/15/2017,Male,3
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,25,6/23/2017,Female,2
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,25,6/23/2017,Male,1
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,27,7/5/2017,Female,0
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,27,7/5/2017,Male,2
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,28,7/14/2017,Female,1
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,28,7/14/2017,Male,3
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,29,7/18/2017,Female,3
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,29,7/18/2017,Male,5
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,31,8/2/2017,Female,1
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,31,8/2/2017,Male,1
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,32,8/9/2017,Female,2
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,32,8/9/2017,Male,2
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,33,8/15/2017,Female,3
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,33,8/15/2017,Male,5
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,36,9/7/2017,Female,1
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,36,9/7/2017,Male,5
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,25,6/23/2017,Female,0
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,25,6/23/2017,Male,2
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,26,6/29/2017,Female,1
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,26,6/29/2017,Male,1
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,27,7/5/2017,Female,1
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,27,7/5/2017,Male,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,33,8/15/2017,Female,2
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,33,8/15/2017,Male,2
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,24,6/15/2017,Female,0
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,24,6/15/2017,Male,1
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,25,6/23/2017,Female,4
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,25,6/23/2017,Male,11
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,26,6/29/2017,Female,4
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,26,6/29/2017,Male,9
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,32,8/9/2017,Female,1
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,32,8/9/2017,Male,1
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,33,8/15/2017,Female,5
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,33,8/15/2017,Male,11
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,36,9/7/2017,Female,1
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,36,9/7/2017,Male,4
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,24,6/15/2017,Female,2
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,24,6/15/2017,Male,7
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,25,6/23/2017,Female,6
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,25,6/23/2017,Male,14
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,26,6/29/2017,Female,4
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,26,6/29/2017,Male,26
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,27,7/5/2017,Female,3
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,27,7/5/2017,Male,16
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,28,7/14/2017,Female,4
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,28,7/14/2017,Male,6
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,29,7/18/2017,Female,1
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,29,7/18/2017,Male,9
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,31,8/2/2017,Female,0
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,31,8/2/2017,Male,3
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,33,8/15/2017,Female,15
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,33,8/15/2017,Male,33
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,36,9/7/2017,Female,3
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,36,9/7/2017,Male,7
